#Query	#lca rank	#lca taxon	#superkingdom	#kingdom	#phylum	#class	#order	#family	#genus	#species	#method
ASV604	species	Clupea pallasii	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	best hit
ASV605	species	Oncorhynchus kisutch	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus kisutch	best hit
ASV606	species	Clupea pallasii	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	best hit
ASV607	species	Oncorhynchus tshawytscha	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus tshawytscha	best hit
ASV609	species	Merluccius productus	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	best hit
ASV610	species	Oncorhynchus keta	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus keta	best hit
ASV611	species	Gadus chalcogrammus	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	best hit
ASV612	species	Spirinchus lanceolatus	Eukaryota	Metazoa	Chordata	Actinopteri	Osmeriformes	Osmeridae	Spirinchus	Spirinchus lanceolatus	best hit
ASV613	species	Sprattus sprattus	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sprattus	Sprattus sprattus	best hit
ASV614	species	Merluccius productus	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	best hit
ASV615	species	Clupea pallasii	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	best hit
ASV616	species	Gadus chalcogrammus	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	best hit
ASV618	species	Squalus acanthias	Eukaryota	Metazoa	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	Squalus acanthias	best hit
ASV619	species	Oncorhynchus tshawytscha	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus tshawytscha	best hit
ASV620	family	Osmeridae	Eukaryota	Metazoa	Chordata	Actinopteri	Osmeriformes	Osmeridae	no identification	no identification	lca
ASV621	species	Clupea pallasii	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	best hit
ASV622	species	Gadus morhua	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus morhua	best hit
ASV625	species	Homo sapiens	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	best hit
ASV626	species	Oncorhynchus nerka	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus nerka	best hit
ASV627	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV628	species	Gadus chalcogrammus	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	best hit
ASV629	species	Sebastes aleutianus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes aleutianus	best hit
ASV631	species	Hippoglossoides platessoides	Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossoides	Hippoglossoides platessoides	best hit
ASV633	species	Cymatogaster aggregata	Eukaryota	Metazoa	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	Cymatogaster aggregata	best hit
ASV634	family	Rajidae	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	no identification	lca
ASV635	species	Squalus acanthias	Eukaryota	Metazoa	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	Squalus acanthias	best hit
ASV636	family	Balaenopteridae	Eukaryota	Metazoa	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Megaptera	no identification	lca
ASV637	species	Ammodytes personatus	Eukaryota	Metazoa	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	Ammodytes personatus	best hit
ASV638	family	Gadidae	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	no identification	lca
ASV639	species	Sus scrofa	Eukaryota	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	best hit
ASV640	species	Gadus chalcogrammus	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	best hit
ASV641	species	Sus scrofa	Eukaryota	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	best hit
ASV642	species	Raja rhina	Eukaryota	Metazoa	Chordata	Chondrichthyes	Rajiformes	Rajidae	Raja	Raja rhina	best hit
ASV643	species	Squalus acanthias	Eukaryota	Metazoa	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	Squalus acanthias	best hit
ASV644	species	Clupea pallasii	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	best hit
ASV645	species	Clupea harengus	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea harengus	best hit
ASV646	species	Gadus chalcogrammus	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Gadus chalcogrammus	best hit
ASV647	species	Homo sapiens	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	best hit
ASV648	species	alpha proteobacterium SCGC AAA076-E09	Bacteria	unknown kingdom	Proteobacteria	Alphaproteobacteria	unknown order	unknown family	unknown genus	alpha proteobacterium SCGC AAA076-E09	best hit
ASV650	species	Clupea harengus	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea harengus	best hit
ASV651	species	Sebastes aleutianus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes aleutianus	best hit
ASV652	species	Spirinchus lanceolatus	Eukaryota	Metazoa	Chordata	Actinopteri	Osmeriformes	Osmeridae	Spirinchus	Spirinchus lanceolatus	best hit
ASV653	species	Canis lupus familiaris	Eukaryota	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus familiaris	best hit
ASV654	species	Spirinchus lanceolatus	Eukaryota	Metazoa	Chordata	Actinopteri	Osmeriformes	Osmeridae	Spirinchus	Spirinchus lanceolatus	best hit
ASV655	species	Merluccius productus	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	best hit
ASV656	species	Homo sapiens	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	best hit
ASV657	family	Salmonidae	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	no identification	lca
ASV658	species	Bos taurus	Eukaryota	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	best hit
ASV659	species	Homo sapiens	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	best hit
ASV661	species	uncultured diatom	Eukaryota	unknown kingdom	Bacillariophyta	unknown class	unknown order	unknown family	unknown genus	uncultured diatom	best hit
ASV662	species	Atheresthes evermanni	Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Atheresthes	Atheresthes evermanni	best hit
ASV663	species	Spirinchus lanceolatus	Eukaryota	Metazoa	Chordata	Actinopteri	Osmeriformes	Osmeridae	Spirinchus	Spirinchus lanceolatus	best hit
ASV664	species	Homo sapiens	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	best hit
ASV665	species	Salmo salar	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Salmo salar	best hit
ASV666	family	Salmonidae	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	no identification	lca
ASV667	species	Leptocottus armatus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Leptocottus	Leptocottus armatus	best hit
ASV668	species	Homo sapiens	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	best hit
ASV669	species	Squalus acanthias	Eukaryota	Metazoa	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	Squalus acanthias	best hit
ASV671	family	Hominidae	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	no identification	lca
ASV672	species	Ascelichthys rhodorus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Ascelichthys	Ascelichthys rhodorus	best hit
ASV675	species	Homo sapiens	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	best hit
ASV677	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV678	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV679	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV680	species	Sebastes aleutianus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes aleutianus	best hit
ASV681	order	Perciformes	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV682	species	Homo sapiens	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	best hit
ASV683	species	uncultured Planctomycetaceae bacterium	Bacteria	unknown kingdom	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	unknown genus	uncultured Planctomycetaceae bacterium	best hit
ASV684	species	Merluccius productus	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	best hit
ASV685	species	Hydrolagus colliei	Eukaryota	Metazoa	Chordata	Chondrichthyes	Chimaeriformes	Chimaeridae	Hydrolagus	Hydrolagus colliei	best hit
ASV686	species	uncultured cyanobacterium	Bacteria	unknown kingdom	Cyanobacteria	unknown class	unknown order	unknown family	unknown genus	uncultured cyanobacterium	best hit
ASV688	species	Chaetoceros socialis	Eukaryota	unknown kingdom	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros socialis	best hit
ASV689	species	Skeletonema pseudocostatum	Eukaryota	unknown kingdom	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema pseudocostatum	best hit
ASV690	species	Hexagrammos decagrammus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	Hexagrammos decagrammus	best hit
ASV692	species	Aulorhynchus flavidus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Aulorhynchidae	Aulorhynchus	Aulorhynchus flavidus	best hit
ASV693	species	Xiphister atropurpureus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Stichaeidae	Xiphister	Xiphister atropurpureus	best hit
ASV694	species	Oncorhynchus tshawytscha	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus tshawytscha	best hit
ASV696	family	Chaetocerotaceae	Eukaryota	unknown kingdom	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	no identification	lca
ASV697	phylum	Bacillariophyta	Eukaryota	unknown kingdom	Bacillariophyta	no identification	no identification	no identification	no identification	no identification	lca
ASV699	species	Canis lupus familiaris	Eukaryota	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus familiaris	best hit
ASV700	species	Clupea pallasii	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	best hit
ASV702	species	uncultured Bacteroidetes bacterium	Bacteria	unknown kingdom	Bacteroidetes	unknown class	unknown order	unknown family	unknown genus	uncultured Bacteroidetes bacterium	best hit
ASV706	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV708	species	Merluccius productus	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	best hit
ASV709	species	Sebastes aleutianus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes aleutianus	best hit
ASV710	species	Myzopsetta ferruginea	Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Myzopsetta	Myzopsetta ferruginea	best hit
ASV711	species	Scorpaenichthys marmoratus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Scorpaenichthys	Scorpaenichthys marmoratus	best hit
ASV712	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV713	family	Sebastidae	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV714	species	Pholis crassispina	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	Pholis crassispina	best hit
ASV716	species	Artedius harringtoni	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Artedius	Artedius harringtoni	best hit
ASV720	species	Gasterosteus aculeatus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	Gasterosteus aculeatus	best hit
ASV731	species	Engraulis mordax	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	best hit
ASV732	species	Oligocottus maculosus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Oligocottus	Oligocottus maculosus	best hit
ASV734	species	Oncorhynchus gorbuscha	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus gorbuscha	best hit
ASV735	species	Oncorhynchus mykiss	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus mykiss	best hit
ASV738	species	Scorpaenichthys marmoratus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Scorpaenichthys	Scorpaenichthys marmoratus	best hit
ASV740	species	Cottus cognatus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Cottus	Cottus cognatus	best hit
ASV741	species	Hemilepidotus jordani	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Hemilepidotus	Hemilepidotus jordani	best hit
ASV742	species	Ophiodon elongatus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Hexagrammidae	Ophiodon	Ophiodon elongatus	best hit
ASV743	species	Oligocottus maculosus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Oligocottus	Oligocottus maculosus	best hit
ASV744	species	Enophrys bison	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Enophrys	Enophrys bison	best hit
ASV746	species	Psettichthys melanostictus	Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Psettichthys	Psettichthys melanostictus	best hit
ASV747	species	Homo sapiens	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	best hit
ASV748	species	Cottus asper	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Cottus	Cottus asper	best hit
ASV749	species	Pholis crassispina	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	Pholis crassispina	best hit
ASV750	species	Oncorhynchus gorbuscha	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus gorbuscha	best hit
ASV753	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV754	species	uncultured Alphaproteobacteria bacterium	Bacteria	unknown kingdom	Proteobacteria	Alphaproteobacteria	unknown order	unknown family	unknown genus	uncultured Alphaproteobacteria bacterium	best hit
ASV756	species	Merluccius productus	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	best hit
ASV757	species	Oncorhynchus kisutch	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus kisutch	best hit
ASV759	species	Polypera greeni	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Liparidae	Polypera	Polypera greeni	best hit
ASV760	species	Artedius fenestralis	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Artedius	Artedius fenestralis	best hit
ASV761	species	Liparis mucosus	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Liparidae	Liparis	Liparis mucosus	best hit
ASV762	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	filtered out
ASV763	family	Liparidae	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Liparidae	Liparis	no identification	lca
